Epoch 0, lr 0.001
Epoch 203, lr 0.0001

(203,801) 0 step loss : 0.000589
(203,801) epoch loss : 0.009425
Epoch 204, lr 0.0001

(204,801) 0 step loss : 0.000588
(204,801) epoch loss : 0.009412
Epoch 205, lr 0.0001

(205,801) 0 step loss : 0.000580
(205,801) epoch loss : 0.009278
Epoch 206, lr 0.0001

(206,801) 0 step loss : 0.000580
(206,801) epoch loss : 0.009279
Epoch 207, lr 0.0001

(207,801) 0 step loss : 0.000581
(207,801) epoch loss : 0.009292
Epoch 208, lr 0.0001

(208,801) 0 step loss : 0.000575
(208,801) epoch loss : 0.009207
Epoch 209, lr 0.0001

(209,801) 0 step loss : 0.000578
(209,801) epoch loss : 0.009250
Epoch 210, lr 0.0001

(210,801) 0 step loss : 0.000572
(210,801) epoch loss : 0.009147
Epoch 211, lr 0.0001

(211,801) 0 step loss : 0.000574
(211,801) epoch loss : 0.009187
Epoch 212, lr 0.0001

(212,801) 0 step loss : 0.000561
(212,801) epoch loss : 0.008970
Epoch 213, lr 0.0001

(213,801) 0 step loss : 0.000566
(213,801) epoch loss : 0.009058
Epoch 214, lr 0.0001

(214,801) 0 step loss : 0.000569
(214,801) epoch loss : 0.009102
Epoch 215, lr 0.0001

(215,801) 0 step loss : 0.000564
(215,801) epoch loss : 0.009029
Epoch 216, lr 0.0001

(216,801) 0 step loss : 0.000568
(216,801) epoch loss : 0.009091
Epoch 217, lr 0.0001

(217,801) 0 step loss : 0.000566
(217,801) epoch loss : 0.009048
Epoch 218, lr 0.0001

(218,801) 0 step loss : 0.000563
(218,801) epoch loss : 0.009005
Epoch 219, lr 0.0001

(219,801) 0 step loss : 0.000571
(219,801) epoch loss : 0.009137
Epoch 220, lr 0.0001

(220,801) 0 step loss : 0.000559
(220,801) epoch loss : 0.008946
Epoch 221, lr 0.0001

(221,801) 0 step loss : 0.000557
(221,801) epoch loss : 0.008905
Epoch 222, lr 0.0001

(222,801) 0 step loss : 0.000548
(222,801) epoch loss : 0.008765
Epoch 223, lr 0.0001

(223,801) 0 step loss : 0.000556
(223,801) epoch loss : 0.008890
Epoch 224, lr 0.0001

(224,801) 0 step loss : 0.000552
(224,801) epoch loss : 0.008834
Epoch 225, lr 0.0001

(225,801) 0 step loss : 0.000548
(225,801) epoch loss : 0.008770
Epoch 226, lr 0.0001

(226,801) 0 step loss : 0.000541
(226,801) epoch loss : 0.008652
Epoch 227, lr 0.0001

(227,801) 0 step loss : 0.000535
(227,801) epoch loss : 0.008556
Epoch 228, lr 0.0001

(228,801) 0 step loss : 0.000536
(228,801) epoch loss : 0.008568
Epoch 229, lr 0.0001

(229,801) 0 step loss : 0.000540
(229,801) epoch loss : 0.008636
Epoch 230, lr 0.0001

(230,801) 0 step loss : 0.000535
(230,801) epoch loss : 0.008555
Epoch 231, lr 0.0001

(231,801) 0 step loss : 0.000534
(231,801) epoch loss : 0.008548
Epoch 232, lr 0.0001

(232,801) 0 step loss : 0.000533
(232,801) epoch loss : 0.008527
Epoch 233, lr 0.0001

(233,801) 0 step loss : 0.000529
(233,801) epoch loss : 0.008459
Epoch 234, lr 0.0001

(234,801) 0 step loss : 0.000525
(234,801) epoch loss : 0.008404
Epoch 235, lr 0.0001

(235,801) 0 step loss : 0.000523
(235,801) epoch loss : 0.008374
Epoch 236, lr 0.0001

(236,801) 0 step loss : 0.000527
(236,801) epoch loss : 0.008428
Epoch 237, lr 0.0001

(237,801) 0 step loss : 0.000517
(237,801) epoch loss : 0.008264
Epoch 238, lr 0.0001

(238,801) 0 step loss : 0.000516
(238,801) epoch loss : 0.008249
Epoch 239, lr 0.0001

(239,801) 0 step loss : 0.000514
(239,801) epoch loss : 0.008229
Epoch 240, lr 0.0001

(240,801) 0 step loss : 0.000510
(240,801) epoch loss : 0.008152
Epoch 241, lr 0.0001

(241,801) 0 step loss : 0.000505
(241,801) epoch loss : 0.008075
Epoch 242, lr 0.0001

(242,801) 0 step loss : 0.000512
(242,801) epoch loss : 0.008196
Epoch 243, lr 0.0001

(243,801) 0 step loss : 0.000511
(243,801) epoch loss : 0.008168
Epoch 244, lr 0.0001

(244,801) 0 step loss : 0.000504
(244,801) epoch loss : 0.008071
Epoch 245, lr 0.0001

(245,801) 0 step loss : 0.000507
(245,801) epoch loss : 0.008104
Epoch 246, lr 0.0001

(246,801) 0 step loss : 0.000504
(246,801) epoch loss : 0.008072
Epoch 247, lr 0.0001

(247,801) 0 step loss : 0.000504
(247,801) epoch loss : 0.008066
Epoch 248, lr 0.0001

(248,801) 0 step loss : 0.000497
(248,801) epoch loss : 0.007950
Epoch 249, lr 0.0001

(249,801) 0 step loss : 0.000501
(249,801) epoch loss : 0.008013
Epoch 250, lr 1e-05

(250,801) 0 step loss : 0.000496
(250,801) epoch loss : 0.007940
Epoch 251, lr 1e-05

(251,801) 0 step loss : 0.000493
(251,801) epoch loss : 0.007881
Epoch 252, lr 1e-05

(252,801) 0 step loss : 0.000486
(252,801) epoch loss : 0.007774
Epoch 253, lr 1e-05

(253,801) 0 step loss : 0.000481
(253,801) epoch loss : 0.007689
Epoch 254, lr 1e-05

(254,801) 0 step loss : 0.000477
(254,801) epoch loss : 0.007627
Epoch 255, lr 1e-05

(255,801) 0 step loss : 0.000473
(255,801) epoch loss : 0.007574
Epoch 256, lr 1e-05

(256,801) 0 step loss : 0.000470
(256,801) epoch loss : 0.007517
Epoch 257, lr 1e-05

(257,801) 0 step loss : 0.000466
(257,801) epoch loss : 0.007463
Epoch 258, lr 1e-05

(258,801) 0 step loss : 0.000464
(258,801) epoch loss : 0.007430
Epoch 259, lr 1e-05

(259,801) 0 step loss : 0.000462
(259,801) epoch loss : 0.007399
Epoch 260, lr 1e-05

(260,801) 0 step loss : 0.000460
(260,801) epoch loss : 0.007361
Epoch 261, lr 1e-05

(261,801) 0 step loss : 0.000458
(261,801) epoch loss : 0.007327
Epoch 262, lr 1e-05

(262,801) 0 step loss : 0.000456
(262,801) epoch loss : 0.007299
Epoch 263, lr 1e-05

(263,801) 0 step loss : 0.000455
(263,801) epoch loss : 0.007275
Epoch 264, lr 1e-05

(264,801) 0 step loss : 0.000453
(264,801) epoch loss : 0.007245
Epoch 265, lr 1e-05

(265,801) 0 step loss : 0.000451
(265,801) epoch loss : 0.007214
Epoch 266, lr 1e-05

(266,801) 0 step loss : 0.000449
(266,801) epoch loss : 0.007184
Epoch 267, lr 1e-05

(267,801) 0 step loss : 0.000448
(267,801) epoch loss : 0.007161
Epoch 268, lr 1e-05

(268,801) 0 step loss : 0.000446
(268,801) epoch loss : 0.007134
Epoch 269, lr 1e-05

(269,801) 0 step loss : 0.000444
(269,801) epoch loss : 0.007107
Epoch 270, lr 1e-05

(270,801) 0 step loss : 0.000443
(270,801) epoch loss : 0.007086
Epoch 271, lr 1e-05

(271,801) 0 step loss : 0.000441
(271,801) epoch loss : 0.007062
Epoch 272, lr 1e-05

(272,801) 0 step loss : 0.000440
(272,801) epoch loss : 0.007040
Epoch 273, lr 1e-05

(273,801) 0 step loss : 0.000439
(273,801) epoch loss : 0.007017
Epoch 274, lr 1e-05

(274,801) 0 step loss : 0.000437
(274,801) epoch loss : 0.006996
Epoch 275, lr 1e-05

(275,801) 0 step loss : 0.000436
(275,801) epoch loss : 0.006976
Epoch 276, lr 1e-05

(276,801) 0 step loss : 0.000435
(276,801) epoch loss : 0.006954
Epoch 277, lr 1e-05

(277,801) 0 step loss : 0.000433
(277,801) epoch loss : 0.006934
Epoch 278, lr 1e-05

(278,801) 0 step loss : 0.000432
(278,801) epoch loss : 0.006918
Epoch 279, lr 1e-05

(279,801) 0 step loss : 0.000431
(279,801) epoch loss : 0.006900
Epoch 280, lr 1e-05

(280,801) 0 step loss : 0.000430
(280,801) epoch loss : 0.006881
Epoch 281, lr 1e-05

(281,801) 0 step loss : 0.000429
(281,801) epoch loss : 0.006864
Epoch 282, lr 1e-05

(282,801) 0 step loss : 0.000428
(282,801) epoch loss : 0.006847
Epoch 283, lr 1e-05

(283,801) 0 step loss : 0.000427
(283,801) epoch loss : 0.006830
Epoch 284, lr 1e-05

(284,801) 0 step loss : 0.000426
(284,801) epoch loss : 0.006816
Epoch 285, lr 1e-05

(285,801) 0 step loss : 0.000425
(285,801) epoch loss : 0.006801
Epoch 286, lr 1e-05

(286,801) 0 step loss : 0.000424
(286,801) epoch loss : 0.006786
Epoch 287, lr 1e-05

(287,801) 0 step loss : 0.000423
(287,801) epoch loss : 0.006772
Epoch 288, lr 1e-05

(288,801) 0 step loss : 0.000422
(288,801) epoch loss : 0.006758
Epoch 289, lr 1e-05

(289,801) 0 step loss : 0.000422
(289,801) epoch loss : 0.006745
Epoch 290, lr 1e-05

(290,801) 0 step loss : 0.000421
(290,801) epoch loss : 0.006734
Epoch 291, lr 1e-05

(291,801) 0 step loss : 0.000421
(291,801) epoch loss : 0.006729
Epoch 292, lr 1e-05

(292,801) 0 step loss : 0.000420
(292,801) epoch loss : 0.006722
Epoch 293, lr 1e-05

(293,801) 0 step loss : 0.000419
(293,801) epoch loss : 0.006707
Epoch 294, lr 1e-05

(294,801) 0 step loss : 0.000418
(294,801) epoch loss : 0.006686
Epoch 295, lr 1e-05

(295,801) 0 step loss : 0.000417
(295,801) epoch loss : 0.006673
Epoch 296, lr 1e-05

(296,801) 0 step loss : 0.000417
(296,801) epoch loss : 0.006671
Epoch 297, lr 1e-05

(297,801) 0 step loss : 0.000417
(297,801) epoch loss : 0.006669
Epoch 298, lr 1e-05

(298,801) 0 step loss : 0.000416
(298,801) epoch loss : 0.006658
Epoch 299, lr 1e-05

(299,801) 0 step loss : 0.000415
(299,801) epoch loss : 0.006640
Epoch 300, lr 1e-05

(300,801) 0 step loss : 0.000414
(300,801) epoch loss : 0.006625
Epoch 301, lr 1e-05

(301,801) 0 step loss : 0.000413
(301,801) epoch loss : 0.006615
Epoch 302, lr 1e-05

(302,801) 0 step loss : 0.000413
(302,801) epoch loss : 0.006611
Epoch 303, lr 1e-05

(303,801) 0 step loss : 0.000413
(303,801) epoch loss : 0.006604
Epoch 304, lr 1e-05

(304,801) 0 step loss : 0.000412
(304,801) epoch loss : 0.006595
Epoch 305, lr 1e-05

(305,801) 0 step loss : 0.000412
(305,801) epoch loss : 0.006590
Epoch 306, lr 1e-05

(306,801) 0 step loss : 0.000411
(306,801) epoch loss : 0.006583
Epoch 307, lr 1e-05

(307,801) 0 step loss : 0.000411
(307,801) epoch loss : 0.006569
Epoch 308, lr 1e-05

(308,801) 0 step loss : 0.000410
(308,801) epoch loss : 0.006554
Epoch 309, lr 1e-05

(309,801) 0 step loss : 0.000409
(309,801) epoch loss : 0.006549
Epoch 310, lr 1e-05

(310,801) 0 step loss : 0.000410
(310,801) epoch loss : 0.006559
Epoch 311, lr 1e-05

(311,801) 0 step loss : 0.000410
(311,801) epoch loss : 0.006558
Epoch 312, lr 1e-05

(312,801) 0 step loss : 0.000409
(312,801) epoch loss : 0.006537
Epoch 313, lr 1e-05

(313,801) 0 step loss : 0.000408
(313,801) epoch loss : 0.006533
Epoch 314, lr 1e-05

(314,801) 0 step loss : 0.000408
(314,801) epoch loss : 0.006530
Epoch 315, lr 1e-05

(315,801) 0 step loss : 0.000407
(315,801) epoch loss : 0.006509
Epoch 316, lr 1e-05

(316,801) 0 step loss : 0.000406
(316,801) epoch loss : 0.006488
Epoch 317, lr 1e-05

(317,801) 0 step loss : 0.000405
(317,801) epoch loss : 0.006485
Epoch 318, lr 1e-05

(318,801) 0 step loss : 0.000406
(318,801) epoch loss : 0.006495
Epoch 319, lr 1e-05

(319,801) 0 step loss : 0.000406
(319,801) epoch loss : 0.006498
Epoch 320, lr 1e-05

(320,801) 0 step loss : 0.000405
(320,801) epoch loss : 0.006480
Epoch 321, lr 1e-05

(321,801) 0 step loss : 0.000404
(321,801) epoch loss : 0.006463
Epoch 322, lr 1e-05

(322,801) 0 step loss : 0.000404
(322,801) epoch loss : 0.006466
Epoch 323, lr 1e-05

(323,801) 0 step loss : 0.000405
(323,801) epoch loss : 0.006482
Epoch 324, lr 1e-05

(324,801) 0 step loss : 0.000404
(324,801) epoch loss : 0.006466
Epoch 325, lr 1e-05

(325,801) 0 step loss : 0.000403
(325,801) epoch loss : 0.006451
Epoch 326, lr 1e-05

(326,801) 0 step loss : 0.000403
(326,801) epoch loss : 0.006449
Epoch 327, lr 1e-05

(327,801) 0 step loss : 0.000402
(327,801) epoch loss : 0.006435
Epoch 328, lr 1e-05

(328,801) 0 step loss : 0.000401
(328,801) epoch loss : 0.006420
Epoch 329, lr 1e-05

(329,801) 0 step loss : 0.000401
(329,801) epoch loss : 0.006415
Epoch 330, lr 1e-05

(330,801) 0 step loss : 0.000401
(330,801) epoch loss : 0.006419
Epoch 331, lr 1e-05

(331,801) 0 step loss : 0.000401
(331,801) epoch loss : 0.006415
Epoch 332, lr 1e-05

(332,801) 0 step loss : 0.000400
(332,801) epoch loss : 0.006396
Epoch 333, lr 1e-05

(333,801) 0 step loss : 0.000399
(333,801) epoch loss : 0.006387
Epoch 334, lr 1e-05

(334,801) 0 step loss : 0.000400
(334,801) epoch loss : 0.006400
Epoch 335, lr 1e-05

(335,801) 0 step loss : 0.000401
(335,801) epoch loss : 0.006417
Epoch 336, lr 1e-05

(336,801) 0 step loss : 0.000400
(336,801) epoch loss : 0.006393
Epoch 337, lr 1e-05

(337,801) 0 step loss : 0.000398
(337,801) epoch loss : 0.006370
Epoch 338, lr 1e-05

(338,801) 0 step loss : 0.000398
(338,801) epoch loss : 0.006374
Epoch 339, lr 1e-05

(339,801) 0 step loss : 0.000398
(339,801) epoch loss : 0.006375
Epoch 340, lr 1e-05

(340,801) 0 step loss : 0.000398
(340,801) epoch loss : 0.006364
Epoch 341, lr 1e-05

(341,801) 0 step loss : 0.000397
(341,801) epoch loss : 0.006347
Epoch 342, lr 1e-05

(342,801) 0 step loss : 0.000397
(342,801) epoch loss : 0.006348
Epoch 343, lr 1e-05

(343,801) 0 step loss : 0.000397
(343,801) epoch loss : 0.006346
Epoch 344, lr 1e-05

(344,801) 0 step loss : 0.000396
(344,801) epoch loss : 0.006335
Epoch 345, lr 1e-05

(345,801) 0 step loss : 0.000396
(345,801) epoch loss : 0.006333
Epoch 346, lr 1e-05

(346,801) 0 step loss : 0.000396
(346,801) epoch loss : 0.006341
Epoch 347, lr 1e-05

(347,801) 0 step loss : 0.000396
(347,801) epoch loss : 0.006334
Epoch 348, lr 1e-05

(348,801) 0 step loss : 0.000394
(348,801) epoch loss : 0.006305
Epoch 349, lr 1e-05

(349,801) 0 step loss : 0.000393
(349,801) epoch loss : 0.006295
Epoch 350, lr 1e-05

(350,801) 0 step loss : 0.000394
(350,801) epoch loss : 0.006310
Epoch 351, lr 1e-05

(351,801) 0 step loss : 0.000396
(351,801) epoch loss : 0.006329
Epoch 352, lr 1e-05

(352,801) 0 step loss : 0.000395
(352,801) epoch loss : 0.006318
Epoch 353, lr 1e-05

(353,801) 0 step loss : 0.000394
(353,801) epoch loss : 0.006298
Epoch 354, lr 1e-05

(354,801) 0 step loss : 0.000394
(354,801) epoch loss : 0.006310
Epoch 355, lr 1e-05

(355,801) 0 step loss : 0.000393
(355,801) epoch loss : 0.006287
Epoch 356, lr 1e-05

(356,801) 0 step loss : 0.000391
(356,801) epoch loss : 0.006263
Epoch 357, lr 1e-05

(357,801) 0 step loss : 0.000391
(357,801) epoch loss : 0.006263
Epoch 358, lr 1e-05

(358,801) 0 step loss : 0.000392
(358,801) epoch loss : 0.006277
Epoch 359, lr 1e-05

(359,801) 0 step loss : 0.000392
(359,801) epoch loss : 0.006274
Epoch 360, lr 1e-05

(360,801) 0 step loss : 0.000391
(360,801) epoch loss : 0.006258
Epoch 361, lr 1e-05

(361,801) 0 step loss : 0.000391
(361,801) epoch loss : 0.006253
Epoch 362, lr 1e-05

(362,801) 0 step loss : 0.000391
(362,801) epoch loss : 0.006252
Epoch 363, lr 1e-05

(363,801) 0 step loss : 0.000390
(363,801) epoch loss : 0.006240
Epoch 364, lr 1e-05

(364,801) 0 step loss : 0.000389
(364,801) epoch loss : 0.006223
Epoch 365, lr 1e-05

(365,801) 0 step loss : 0.000388
(365,801) epoch loss : 0.006216
Epoch 366, lr 1e-05

(366,801) 0 step loss : 0.000389
(366,801) epoch loss : 0.006230
Epoch 367, lr 1e-05

(367,801) 0 step loss : 0.000390
(367,801) epoch loss : 0.006243
Epoch 368, lr 1e-05

(368,801) 0 step loss : 0.000391
(368,801) epoch loss : 0.006248
Epoch 369, lr 1e-05

(369,801) 0 step loss : 0.000391
(369,801) epoch loss : 0.006252
Epoch 370, lr 1e-05

(370,801) 0 step loss : 0.000391
(370,801) epoch loss : 0.006262
Epoch 371, lr 1e-05

(371,801) 0 step loss : 0.000390
(371,801) epoch loss : 0.006236
Epoch 372, lr 1e-05

(372,801) 0 step loss : 0.000387
(372,801) epoch loss : 0.006199
Epoch 373, lr 1e-05

(373,801) 0 step loss : 0.000387
(373,801) epoch loss : 0.006190
Epoch 374, lr 1e-05

(374,801) 0 step loss : 0.000387
(374,801) epoch loss : 0.006198
Epoch 375, lr 1e-05

(375,801) 0 step loss : 0.000387
(375,801) epoch loss : 0.006199
Epoch 376, lr 1e-05

(376,801) 0 step loss : 0.000388
(376,801) epoch loss : 0.006203
Epoch 377, lr 1e-05

(377,801) 0 step loss : 0.000388
(377,801) epoch loss : 0.006212
Epoch 378, lr 1e-05

(378,801) 0 step loss : 0.000387
(378,801) epoch loss : 0.006197
Epoch 379, lr 1e-05

(379,801) 0 step loss : 0.000386
(379,801) epoch loss : 0.006170
Epoch 380, lr 1e-05

(380,801) 0 step loss : 0.000384
(380,801) epoch loss : 0.006149
Epoch 381, lr 1e-05

(381,801) 0 step loss : 0.000384
(381,801) epoch loss : 0.006148
Epoch 382, lr 1e-05

(382,801) 0 step loss : 0.000385
(382,801) epoch loss : 0.006164
Epoch 383, lr 1e-05

(383,801) 0 step loss : 0.000386
(383,801) epoch loss : 0.006175
Epoch 384, lr 1e-05

(384,801) 0 step loss : 0.000385
(384,801) epoch loss : 0.006166
Epoch 385, lr 1e-05

(385,801) 0 step loss : 0.000384
(385,801) epoch loss : 0.006147
Epoch 386, lr 1e-05

(386,801) 0 step loss : 0.000384
(386,801) epoch loss : 0.006143
Epoch 387, lr 1e-05

(387,801) 0 step loss : 0.000384
(387,801) epoch loss : 0.006147
Epoch 388, lr 1e-05

(388,801) 0 step loss : 0.000384
(388,801) epoch loss : 0.006139
Epoch 389, lr 1e-05

(389,801) 0 step loss : 0.000383
(389,801) epoch loss : 0.006126
Epoch 390, lr 1e-05

(390,801) 0 step loss : 0.000383
(390,801) epoch loss : 0.006134
Epoch 391, lr 1e-05

(391,801) 0 step loss : 0.000386
(391,801) epoch loss : 0.006170
Epoch 392, lr 1e-05

(392,801) 0 step loss : 0.000384
(392,801) epoch loss : 0.006141
Epoch 393, lr 1e-05

(393,801) 0 step loss : 0.000382
(393,801) epoch loss : 0.006111
Epoch 394, lr 1e-05

(394,801) 0 step loss : 0.000382
(394,801) epoch loss : 0.006112
Epoch 395, lr 1e-05

(395,801) 0 step loss : 0.000383
(395,801) epoch loss : 0.006129
Epoch 396, lr 1e-05

(396,801) 0 step loss : 0.000383
(396,801) epoch loss : 0.006123
Epoch 397, lr 1e-05

(397,801) 0 step loss : 0.000381
(397,801) epoch loss : 0.006097
Epoch 398, lr 1e-05

(398,801) 0 step loss : 0.000381
(398,801) epoch loss : 0.006091
Epoch 399, lr 1e-05

(399,801) 0 step loss : 0.000381
(399,801) epoch loss : 0.006096
Epoch 400, lr 1e-05

(400,801) 0 step loss : 0.000381
(400,801) epoch loss : 0.006091
Epoch 401, lr 1e-05

(401,801) 0 step loss : 0.000380
(401,801) epoch loss : 0.006083
Epoch 402, lr 1e-05

(402,801) 0 step loss : 0.000381
(402,801) epoch loss : 0.006091
Epoch 403, lr 1e-05

(403,801) 0 step loss : 0.000382
(403,801) epoch loss : 0.006107
Epoch 404, lr 1e-05

(404,801) 0 step loss : 0.000381
(404,801) epoch loss : 0.006090
Epoch 405, lr 1e-05

(405,801) 0 step loss : 0.000379
(405,801) epoch loss : 0.006066
Epoch 406, lr 1e-05

(406,801) 0 step loss : 0.000380
(406,801) epoch loss : 0.006088
Epoch 407, lr 1e-05

(407,801) 0 step loss : 0.000383
(407,801) epoch loss : 0.006129
Epoch 408, lr 1e-05

(408,801) 0 step loss : 0.000380
(408,801) epoch loss : 0.006077
Epoch 409, lr 1e-05

(409,801) 0 step loss : 0.000378
(409,801) epoch loss : 0.006048
Epoch 410, lr 1e-05

(410,801) 0 step loss : 0.000378
(410,801) epoch loss : 0.006051
Epoch 411, lr 1e-05

(411,801) 0 step loss : 0.000378
(411,801) epoch loss : 0.006055
Epoch 412, lr 1e-05

(412,801) 0 step loss : 0.000378
(412,801) epoch loss : 0.006054
Epoch 413, lr 1e-05

(413,801) 0 step loss : 0.000378
(413,801) epoch loss : 0.006047
Epoch 414, lr 1e-05

(414,801) 0 step loss : 0.000378
(414,801) epoch loss : 0.006048
Epoch 415, lr 1e-05

(415,801) 0 step loss : 0.000379
(415,801) epoch loss : 0.006058
Epoch 416, lr 1e-05

(416,801) 0 step loss : 0.000378
(416,801) epoch loss : 0.006055
Epoch 417, lr 1e-05

(417,801) 0 step loss : 0.000378
(417,801) epoch loss : 0.006054
Epoch 418, lr 1e-05

(418,801) 0 step loss : 0.000379
(418,801) epoch loss : 0.006059
Epoch 419, lr 1e-05

(419,801) 0 step loss : 0.000377
(419,801) epoch loss : 0.006030
Epoch 420, lr 1e-05

(420,801) 0 step loss : 0.000376
(420,801) epoch loss : 0.006008
Epoch 421, lr 1e-05

(421,801) 0 step loss : 0.000376
(421,801) epoch loss : 0.006019
Epoch 422, lr 1e-05

(422,801) 0 step loss : 0.000377
(422,801) epoch loss : 0.006039
Epoch 423, lr 1e-05

(423,801) 0 step loss : 0.000376
(423,801) epoch loss : 0.006023
Epoch 424, lr 1e-05

(424,801) 0 step loss : 0.000375
(424,801) epoch loss : 0.005997
Epoch 425, lr 1e-05

(425,801) 0 step loss : 0.000374
(425,801) epoch loss : 0.005989
Epoch 426, lr 1e-05

(426,801) 0 step loss : 0.000375
(426,801) epoch loss : 0.005993
Epoch 427, lr 1e-05

(427,801) 0 step loss : 0.000375
(427,801) epoch loss : 0.006004
Epoch 428, lr 1e-05

(428,801) 0 step loss : 0.000376
(428,801) epoch loss : 0.006011
Epoch 429, lr 1e-05

(429,801) 0 step loss : 0.000376
(429,801) epoch loss : 0.006009
Epoch 430, lr 1e-05

(430,801) 0 step loss : 0.000375
(430,801) epoch loss : 0.006003
Epoch 431, lr 1e-05

(431,801) 0 step loss : 0.000375
(431,801) epoch loss : 0.005999
Epoch 432, lr 1e-05

(432,801) 0 step loss : 0.000374
(432,801) epoch loss : 0.005987
Epoch 433, lr 1e-05

(433,801) 0 step loss : 0.000375
(433,801) epoch loss : 0.005992
Epoch 434, lr 1e-05

(434,801) 0 step loss : 0.000375
(434,801) epoch loss : 0.005995
Epoch 435, lr 1e-05

(435,801) 0 step loss : 0.000374
(435,801) epoch loss : 0.005981
Epoch 436, lr 1e-05

(436,801) 0 step loss : 0.000373
(436,801) epoch loss : 0.005970
Epoch 437, lr 1e-05

(437,801) 0 step loss : 0.000375
(437,801) epoch loss : 0.006005
Epoch 438, lr 1e-05

(438,801) 0 step loss : 0.000376
(438,801) epoch loss : 0.006016
Epoch 439, lr 1e-05

(439,801) 0 step loss : 0.000373
(439,801) epoch loss : 0.005962
Epoch 440, lr 1e-05

(440,801) 0 step loss : 0.000371
(440,801) epoch loss : 0.005939
Epoch 441, lr 1e-05

(441,801) 0 step loss : 0.000372
(441,801) epoch loss : 0.005955
Epoch 442, lr 1e-05

(442,801) 0 step loss : 0.000373
(442,801) epoch loss : 0.005970
Epoch 443, lr 1e-05

(443,801) 0 step loss : 0.000372
(443,801) epoch loss : 0.005959
Epoch 444, lr 1e-05

(444,801) 0 step loss : 0.000371
(444,801) epoch loss : 0.005943
Epoch 445, lr 1e-05

(445,801) 0 step loss : 0.000372
(445,801) epoch loss : 0.005946
Epoch 446, lr 1e-05

(446,801) 0 step loss : 0.000372
(446,801) epoch loss : 0.005955
Epoch 447, lr 1e-05

(447,801) 0 step loss : 0.000372
(447,801) epoch loss : 0.005945
Epoch 448, lr 1e-05

(448,801) 0 step loss : 0.000371
(448,801) epoch loss : 0.005933
Epoch 449, lr 1e-05

(449,801) 0 step loss : 0.000371
(449,801) epoch loss : 0.005937
Epoch 450, lr 1e-05

(450,801) 0 step loss : 0.000372
(450,801) epoch loss : 0.005944
Epoch 451, lr 1e-05

(451,801) 0 step loss : 0.000371
(451,801) epoch loss : 0.005936
Epoch 452, lr 1e-05

(452,801) 0 step loss : 0.000371
(452,801) epoch loss : 0.005936
Epoch 453, lr 1e-05

(453,801) 0 step loss : 0.000371
(453,801) epoch loss : 0.005932
Epoch 454, lr 1e-05

(454,801) 0 step loss : 0.000369
(454,801) epoch loss : 0.005912
Epoch 455, lr 1e-05

(455,801) 0 step loss : 0.000368
(455,801) epoch loss : 0.005892
Epoch 456, lr 1e-05

(456,801) 0 step loss : 0.000368
(456,801) epoch loss : 0.005890
Epoch 457, lr 1e-05

(457,801) 0 step loss : 0.000369
(457,801) epoch loss : 0.005903
Epoch 458, lr 1e-05

(458,801) 0 step loss : 0.000369
(458,801) epoch loss : 0.005908
Epoch 459, lr 1e-05

(459,801) 0 step loss : 0.000369
(459,801) epoch loss : 0.005903
Epoch 460, lr 1e-05

(460,801) 0 step loss : 0.000369
(460,801) epoch loss : 0.005903
Epoch 461, lr 1e-05

(461,801) 0 step loss : 0.000369
(461,801) epoch loss : 0.005909
Epoch 462, lr 1e-05

(462,801) 0 step loss : 0.000369
(462,801) epoch loss : 0.005903
Epoch 463, lr 1e-05

(463,801) 0 step loss : 0.000368
(463,801) epoch loss : 0.005892
Epoch 464, lr 1e-05

(464,801) 0 step loss : 0.000367
(464,801) epoch loss : 0.005879
Epoch 465, lr 1e-05

(465,801) 0 step loss : 0.000367
(465,801) epoch loss : 0.005874
Epoch 466, lr 1e-05

(466,801) 0 step loss : 0.000368
(466,801) epoch loss : 0.005886
Epoch 467, lr 1e-05

(467,801) 0 step loss : 0.000369
(467,801) epoch loss : 0.005904
Epoch 468, lr 1e-05

(468,801) 0 step loss : 0.000368
(468,801) epoch loss : 0.005896
Epoch 469, lr 1e-05

(469,801) 0 step loss : 0.000368
(469,801) epoch loss : 0.005882
Epoch 470, lr 1e-05

(470,801) 0 step loss : 0.000368
(470,801) epoch loss : 0.005887
Epoch 471, lr 1e-05

(471,801) 0 step loss : 0.000368
(471,801) epoch loss : 0.005884
Epoch 472, lr 1e-05

(472,801) 0 step loss : 0.000368
(472,801) epoch loss : 0.005896
Epoch 473, lr 1e-05

(473,801) 0 step loss : 0.000370
(473,801) epoch loss : 0.005913
Epoch 474, lr 1e-05

(474,801) 0 step loss : 0.000368
(474,801) epoch loss : 0.005885
Epoch 475, lr 1e-05

(475,801) 0 step loss : 0.000366
(475,801) epoch loss : 0.005854
Epoch 476, lr 1e-05

(476,801) 0 step loss : 0.000366
(476,801) epoch loss : 0.005848
